exercise_minutes,resting_heart_rate,calories_burned
-0.4167578474054706,-0.2606837184668979,0.805305688878641
-0.056266827226329474,0.27494262628244276,1.7282974129032884
-2.136196095668454,-2.947472963861736,-2.446800210258927
1.6402708084049886,2.1422344992075297,2.2394469275733253
-1.7934355851948631,-2.7028072614199967,-1.4920737347973172
-0.841747365656204,-0.36590004372453844,-0.15366841403603987
0.5028814171580428,0.3650241691255772,0.9352230306499321
-1.2452880866072316,-1.1438558186441534,-0.8242505946231978
-1.057952218862339,-0.9082054728897033,-0.7964482276552324
-0.9090076149268493,-1.758419898958567,-2.2222986640700593
0.5514540445464243,0.052802922139287944,0.27477975872987875
2.2922080128149576,2.3572997909643583,2.7746152256889642
0.04153939299840346,0.4704943751013697,0.76291874139147
-1.1179254451135168,-0.31621250602536066,-0.4396173465905876
0.5390583205807888,0.5187231011519114,0.8039896500414819
-0.596159699806467,-1.3545981221622037,0.3614063071866087
-0.019130496521151476,0.1971522263926527,0.27138511881542277
1.175001219500291,1.250570913468749,0.6057327747821386
-0.7478709492938624,-0.09359899677584493,1.6756139136435697
0.009025250973325124,1.1885232524514682,0.7051620582887148
-0.878107893240342,0.949760199557954,2.4547944867138867
-0.15643417038462365,-1.832482428205137,-0.9764720619219901
0.25657045200129563,-0.210757759649771,-1.3881045843194926
-0.9887790487696217,-1.1837394101563177,-1.1013792562179827
-0.33882196602919634,0.38095376674320325,0.27077677445103476
-0.23618403085260128,0.3898337442501258,0.2679159797129598
-0.6376550124843012,-0.6654863337293199,-0.7036341617218743
-1.1876122863852843,-0.5647594684849467,0.30181002322381123
-1.4212172273041268,-2.1320340873111134,-1.4023050746746302
-0.15349519567694914,-0.5533780497835197,1.0269420297646208
-0.2690569602160135,-0.018240839331011116,-0.058343898522800794
2.2313667888866044,1.373828193565011,1.3389926752246974
-2.434767576521044,-1.1395083402459447,-0.17902372902914432
0.11272650481664892,-0.6839658313133806,-0.5029339143961159
0.37044453666323424,-0.7363118405672437,-0.8766321891526316
1.3596338626725961,1.7922923846079204,2.1394849477725146
0.5018572067813133,-1.3687047996408999,-2.002996192174084
-0.8442137038298618,-1.3759187921110005,-2.145928486893164
9.761471596093479e-06,-0.1852954733649015,-0.4262630891378628
0.5423525721490291,1.8501550835993288,2.395850524999565
-0.31350819699340887,2.664572171863824,3.418250142267004
0.7710117380694115,0.9997600041400381,0.1218762988378208
-1.8680906545637634,-3.3531380744876618,-3.3547418941317217
1.731184665980468,2.145340339504922,2.4550385675483546
1.4676780105734129,2.2574000554558618,2.471055027637092
-0.33567733852384746,-1.3009588192428074,-1.7880646623769774
0.6113407795737174,0.9988056077929266,1.944467135635192
0.047970591868188375,1.60510226616848,1.3386602039092625
-0.8291352890147787,-0.44074892461704357,-0.32595278658398674
0.08771021840833142,-0.697668817196194,-1.0928602424421716
1.000365886550695,0.5317904722291951,1.7278672108745938
-0.38109251751534995,-2.0627445806564997,-0.6496590479976698
-0.37566942307899365,-0.860140635891933,-0.8432122171769922
-0.07447076289398098,-0.6721424416552939,0.7649792170590074
0.43349633007657085,1.8406712528260694,2.810492768176788
1.2783792302718682,-0.14654067952866012,0.7003638319860102
-0.6346793051793623,-2.2782167583849597,-1.9209975089831512
0.5083962426834318,0.7335195475082545,1.6590316311869153
0.21611600626368202,0.8087611257741456,0.23980329166086922
-1.8586123861234976,-2.605472225428993,-2.6859737150752125
-0.41931648215268885,-0.28610740802617973,-0.3632436913899822
-0.13232889843674336,0.5007885360810542,1.1586923065363324
-0.0395702396936057,0.6733541657258642,2.0007086740251294
0.3260034333869806,0.7068843851643023,-1.045962933143966
-2.040323048728715,-1.7233990852915926,-1.5296200103875597
0.046255523141696904,-1.500579177070694,-1.969604290957866
