Temperature,Pressure,Vibration_level,Stress_Severity
0.3745401188473625,0.18513292883861965,0.26170568373590597,0.8578359230475177
0.9507143064099162,0.5419009473783581,0.24697879907199982,1.0436601962633723
0.7319939418114051,0.8729458358764083,0.9062545805210367,0.9824618406039041
0.5986584841970366,0.7322248864095612,0.2495461998495061,0.874420299456505
0.15601864044243652,0.8065611478614497,0.271949726128631,0.7277646235861852
0.15599452033620265,0.6587833667107174,0.7593982624179637,0.9888248971244737
0.05808361216819946,0.6922765645178525,0.44973984245054,0.96417067264946
0.8661761457749352,0.8491956515653193,0.7767105569551812,0.788867328432568
0.6011150117432088,0.24966800885918594,0.06536615756438524,0.7393860766231779
0.7080725777960455,0.4894249636431405,0.4875711936733843,0.5394069927931133
0.020584494295802447,0.22120944181960223,0.03361360018328263,0.5694431593731584
0.9699098521619943,0.987668007996647,0.06265320345535452,0.3502859324990327
0.8324426408004217,0.9440593396866133,0.906437453344411,1.139219240322563
0.21233911067827616,0.0394268113685059,0.13924537111759516,0.3923853148208625
0.18182496720710062,0.7055751725156885,0.5324206822752171,0.8031174162567107
0.18340450985343382,0.9252483174156658,0.41109560260070654,0.517454475522203
0.3042422429595377,0.18057534512733353,0.3473433262588427,0.9132743957176139
0.5247564316322378,0.5679452305526295,0.8998333456872725,0.9292838172061075
0.43194501864211576,0.9154882975880418,0.0218233967754895,0.09017659708544812
0.2912291401980419,0.03394597858579884,0.6637896861755891,0.8177058210699061
0.6118528947223795,0.6974202672468399,0.9633944342135504,0.8976112193150855
0.13949386065204183,0.29734900737255077,0.5601681834618419,0.5722607402513045
0.29214464853521815,0.9243961953765304,0.9368224620330918,0.9775885317571197
0.3663618432936917,0.9710582451653678,0.05225787928602377,0.3847140364347358
0.45606998421703593,0.9442664891134339,0.4187933190741614,0.475378975220877
0.7851759613930136,0.47421421665746377,0.26015779096205116,0.6340788379748648
0.19967378215835974,0.8620426509893134,0.7308209649807298,1.144122364852663
0.5142344384136116,0.8445493985350704,0.9812970904972467,1.1559688357121698
0.5924145688620425,0.31910047324325563,0.2565300624442478,0.9280092111114547
0.046450412719997725,0.8289154741506773,0.6541746014740745,0.6787325663576376
0.6075448519014384,0.03700763471549262,0.19809763275974013,0.23599977367492941
0.17052412368729153,0.596269878482053,0.5653302545716099,0.5888579877895717
0.06505159298527952,0.23000883728770305,0.4639324866883362,0.8159913913485978
0.9488855372533332,0.12056688577727881,0.9720053296315371,0.22193978333043796
0.9656320330745594,0.07695320162920916,0.6085272726964666,0.3548059777189214
0.8083973481164611,0.6962887758781398,0.3495063720868188,0.6258254805526724
0.3046137691733707,0.33987496376806614,0.11409578488793337,0.5461147124824394
0.09767211400638387,0.7247667715287615,0.15124682873493456,1.078040854948569
0.6842330265121569,0.06535634079894237,0.2253169299512351,0.1328588874827643
0.4401524937396013,0.31529033783061033,0.250966661340298,0.769667655720893
0.12203823484477883,0.5394912923753372,0.8506160578411378,0.3014029168569893
0.4951769101112702,0.7907231648389635,0.5612227882825249,1.4658534555210143
0.034388521115218396,0.3187525029320699,0.5233909113743664,0.1476920258426826
0.9093204020787821,0.6258913764370091,0.11476887186921747,0.5183698742308087
0.2587799816000169,0.8859777482361871,0.860139693349435,0.9966649664346231
0.662522284353982,0.6158631881823046,0.7228143032084837,1.3204176162097498
0.31171107608941095,0.23295947475363377,0.06766836190000158,0.49039699879393384
0.5200680211778108,0.02440078155653802,0.7078350972297687,0.37092494950925625
0.5467102793432796,0.8700988739009299,0.5435382173426461,0.9411505958955166
0.18485445552552704,0.021269410850387138,0.08172534574677826,0.2855456740090264
0.9695846277645586,0.8747016726841994,0.45830064152865646,0.6636335802354563
0.7751328233611146,0.528937134027212,0.484696287130047,0.967735984688937
0.9394989415641891,0.9390676985128962,0.16577454016327575,0.4343082962308831
0.8948273504276488,0.7987832357736654,0.9456981470002823,1.0862449006709154
0.5978999788110851,0.9979341105333375,0.8499753714806619,1.2546560422856423
0.9218742350231168,0.35071181545171015,0.6690223373291083,1.3192491471516024
0.0884925020519195,0.7671882889311269,0.4622955610006072,0.6921297026112946
0.1959828624191452,0.40193091360924216,0.4117655415845085,0.2729623294841115
0.045227288910538066,0.47987562030390885,0.6509734671509542,0.12081090276460504
0.32533033076326434,0.6275054632183701,0.5454318694069055,1.2767535516088304
0.388677289689482,0.8736771141863388,0.062273105881885615,0.35956389618921925
0.2713490317738959,0.9840834691992951,0.5125026487703317,0.36341601785637134
0.8287375091519293,0.7682734138645182,0.8064036172328395,1.3673180010148998
0.3567533266935893,0.41776678216733376,0.45923987759695806,0.9804021049838554
0.28093450968738076,0.4213570022770702,0.05195657755426841,0.7004613976729566
