material_stress,load_pressure,vibration_frequency,failure_probability
0.5507979025745755,0.28118562483177967,0.9333031625713755,0.3966506068188612
0.7081478226181048,0.33542245702723317,0.8017182204621155,1.229626163051102
0.2909047389129443,0.3175543223037651,0.6328473378888826,1.0563862313465462
0.510827605197663,0.5655106299946958,0.5657592775255069,1.218202746213732
0.8929469543476547,0.655434020349002,0.17725503359791284,1.1194655871605315
0.8962930889334381,0.8448146224149485,0.7228552884415027,0.8467540655910416
0.12558531046383625,0.3798983452621232,0.30810970832964735,0.973667272239858
0.20724287813818676,0.9379950354704023,0.6568465470347663,0.6185445292086612
0.05146720330082988,0.38106703007046805,0.5423115706631216,0.5113497593092876
0.44080984365063647,0.42334525558153846,0.4883091870342877,0.5621283605669806
0.029876210878566956,0.41426164238977026,0.7152637772996177,0.3639251779761741
0.4568332243947111,0.7646616511114167,0.13950509645065168,0.9602576747636886
0.6491440476147607,0.7377909133784039,0.4826701008247438,1.036265835299512
0.2784872826479753,0.42234548425840857,0.10734219975454606,1.100604899069887
0.6762549019801313,0.3426399195217418,0.40661551533619944,0.6204620343874486
0.5908628174163508,0.08246059976784237,0.5101512943850776,0.5552253203189106
0.023981882377165364,0.2538037741608531,0.8158765190723981,0.8133124088301339
0.558854087990882,0.07552575506659209,0.25280303785282277,0.18618558313088995
0.2592524469074654,0.33259553843191747,0.6537126914252621,1.1655760091285807
0.41510119701006964,0.18939138070147055,0.8512245007320832,0.8109836606788945
0.28352508177131874,0.645806511768989,0.20582917372309928,0.588467065326784
0.6931379183129963,0.7462677238196291,0.07401144412760152,0.9464766167081062
0.4404537176707395,0.48851253547974816,0.6853276873287789,1.3805831439250449
0.15686773847496327,0.48253813177679306,0.15542647720318414,1.0410641756276737
0.5446490180318447,0.3445593591477637,0.13678386250050645,0.8809759594402157
0.780314764511367,0.95913010179465,0.2825580694601848,0.7581896626580674
0.30636353237617975,0.9933667591180028,0.6257043051909317,0.83937634521168
0.2219578839321814,0.6423081719724456,0.5037781442125672,1.126965693596155
0.38797125755564876,0.8462098191060601,0.27339609346464866,1.1398089555101345
0.9363836498604304,0.37564990631434325,0.04346058039908529,0.4916398090835349
0.9759954224729338,0.5878350049656105,0.7472043470119666,1.079309202699688
0.6723836759128137,0.3693552303465185,0.3146052489468082,1.1854852044369388
0.9028341085383981,0.9490353589159907,0.2124242073800403,0.8022283211434241
0.8457508712931793,0.6077467613004631,0.5655493960381244,1.5250309144039909
0.37799404132888914,0.8941120143891318,0.4494023691690652,0.4619273900600054
0.09221700887172424,0.6180136150854979,0.08588044692094865,0.8714105246741864
0.6534109025235362,0.08476952736966448,0.2114843181380519,0.7924538979618259
0.5578407623884509,0.3083100991236667,0.9193843892645794,0.8112336037374618
0.3615647630625781,0.5931125377933567,0.7930685261046398,1.0309464185346662
0.22505450483983191,0.9156078392945723,0.13632591799963445,0.3873638268898648
0.4065199163762486,0.6567488650297246,0.2695509519173942,0.27701818235461695
0.46894024869916906,0.35432259034071634,0.2752567941396663,0.499524561830625
0.26923557825106126,0.6578651141024084,0.5112028313674921,0.5746715199994721
0.2917927742254326,0.6326019519544657,0.8753692769007358,0.48742614659109773
0.45768639932297794,0.97205785792258,0.5340721836939724,0.7279293632586085
0.8605339129469265,0.6073268957385796,0.07359002431795425,0.7407898620532669
0.5862529044678214,0.008073925192116138,0.9380492793788683,0.26319347832287754
0.2834878624322098,0.9870981632429291,0.12657413108997884,0.42675433653984063
0.2779775066236013,0.14572401548548364,0.44988693912482647,1.1244018074792541
0.4546220755219468,0.36105342308241517,0.6830511315740566,0.5155701637918991
0.20541034460498753,0.9646537475301631,0.6341303873111016,0.9575258475178596
0.20137871104307314,0.6723533806335898,0.3079168398844092,0.32532869063555514
0.5140350598174419,0.6824008126585771,0.5633795777743885,0.8723194835086392
0.08722936878080467,0.43392984427712145,0.5973056663636347,0.8770302524985355
0.4835855323515865,0.40069804125993913,0.06513265497886112,0.3418160244819083
0.3621762123878334,0.30319550733997236,0.8738550569300019,0.9886839107548787
0.7076866218156711,0.7612485219296656,0.39571473120539813,0.8669178585358368
0.7467462231020046,0.36416201649076585,0.43462250867530294,1.0174301820065563
0.6910929218557643,0.12405566169798565,0.46851209645555725,0.878920346794828
0.6891804137549141,0.20313211956895527,0.8215283657382783,0.3117941677937217
0.3736001241489283,0.14390637035882548,0.38726809469851964,0.2461280484085545
0.6681348047352675,0.8976623397169018,0.9468413555074765,1.463997341722746
0.3398486639568179,0.2679259228567168,0.5158562912925477,0.8652880513273601
0.572793869868875,0.23119577206705566,0.7362812785322346,0.5399219052168572
0.3258071580648745,0.6550774804664746,0.7667637766725725,0.6187302692933239
0.44514504926353204,0.3007781890211454,0.09299399106922124,0.9657709238975521
0.061528930829939266,0.8038311941461153,0.5596152690981749,0.6371914454751929
0.24267542218433813,0.6868622164641778,0.15202853070121514,0.3051430594365353
0.9716026061735676,0.5894684739604986,0.33175044929922515,0.6798050931855072
0.23058420435507399,0.476408325955449,0.4954469960852059,0.8267010277601421
0.6914775109473302,0.3764662411477231,0.3028482125942399,0.826808551081788
0.6504768582137396,0.4409755745740921,0.9934049651503858,0.5739535687933583
0.7239391394374821,0.7070023905051275,0.3140146777189615,0.6487708332303608
0.4750886106344313,0.0590160841884686,0.3315039288677849,0.1823387560665134
0.5966637746018628,0.23150490062049633,0.5627744582575014,1.160435569197825
0.06696942393282634,0.6995946812667063,0.24254382510281847,0.49833680470659847
0.07256213782223342,0.7088495837042297,0.9587126036861511,0.846506688914675
0.19897602629707833,0.572254410342266,0.9760852767852405,0.9149149411358083
0.15186099700854105,0.2614950970044635,0.5991055044116894,0.430760759725753
0.10010434458144468,0.22548303269253755,0.8354571246027499,0.9031653001929795
0.12929386460885417,0.5334395009824251,0.3975903270700182,0.643974765775407
0.5532777318076535,0.2636649528374677,0.41499851327622217,0.6432118523249378
0.18781482492387824,0.7394483095164586,0.3511387406327181,1.0107843055709727
0.9521012430312082,0.7676951277449949,0.8905283338907977,1.5925707300084475
0.6816117788074266,0.7193674148920138,0.7915906123213279,1.3591340859884529
0.5410196733597712,0.6291319095530455,0.021488688464921024,0.4567119720902991
0.7071806008078977,0.8933647713701632,0.17276346265650877,0.7648352787413624
0.2638866709525134,0.5526163463246734,0.4759490260202608,0.5668274334499388
0.9267256842537278,0.28205134258429787,0.5386797120090192,1.0946179366475128
0.8391930577999707,0.23776459454862253,0.4645777260451861,0.9478300732620174
0.7263194984280372,0.10008939427187968,0.3608798951655018,0.34568650331200923
0.48023995608541004,0.6177535273781937,0.07082932417160881,0.0791524639600365
0.8421031858766468,0.7651992039926232,0.19537857804182024,0.7937970425796658
0.7447523234243593,0.6102615053919932,0.9341063503737189,1.39417088752059
0.6603259063996125,0.13240692987343217,0.6604486223896181,0.3048269876039329
0.9139752670059378,0.7011537676196713,0.3785388497237008,1.2258018906788712
0.6336655637875748,0.7391569151320638,0.29420033646440846,0.9825202490975725
0.3659405848526094,0.36889734337048463,0.06633451108523059,0.944215201476507
