risk_tolerance,investment_amount,portfolio_return,investor_satisfaction
0.25739992534469336,0.2517171703253904,-0.7237978697708038,-1.4674118731838544
-0.9084814327806611,1.079177245671267,-2.076183303805942,-2.009115526394042
-0.37850310605882326,0.7531812956503885,-0.9008100279149636,-1.508806690549557
-0.5349155987755707,0.8255354224333311,-0.11732749575309631,-0.9647644271795431
0.8580733460716252,-0.2552035059016661,-0.3441662570980427,-0.8543939673844079
-0.41300998231472696,0.9825959414265171,-0.036617239634319176,-1.12356126143217
0.49818858448728287,0.2194218015441576,-0.5981616091691176,-1.4189103605569389
2.0101992475719856,-0.7498845242019502,1.541246004800005,-0.16321159040871464
1.2628615445176543,-0.4403237836056614,0.38791819709729625,-0.8090221576515441
-0.43921485686763406,0.8795419864588184,-0.5511619829301404,-1.2650486457284034
-0.34643789298865063,0.8745915558567108,0.27975232014115003,-0.9408298063649032
0.4553196595572467,0.2722752776610326,0.7599683078957935,-0.6497885436676263
-1.6686627070136322,1.5527716443282058,-3.0921202552706557,-1.9543374857106555
-0.8620854950098128,1.0781136505755398,-2.3832733041999923,-2.1698383396125873
0.49291084812374153,0.22553809410588493,0.841918165320223,-0.6208861257165551
-0.12431339614548602,0.41170766628952155,0.17020510447907466,-1.1545375396308157
1.9351362874003422,-0.417833802554892,0.7862102818331165,-0.5629310881663752
-0.6184426549843884,0.8033359333841389,-2.108789848756951,-1.6847354508208907
-1.0468389862150573,1.2538187452113223,-0.9976559515905153,-1.660487016919088
-0.8896175886602026,0.969045544791115,-1.5518585125734237,-2.021118665122884
0.01404053719712835,0.2430102916931945,-0.28094330239320553,-1.3965768231065314
-0.16082968616578383,0.3369855483081303,-1.5723307504311645,-1.7064616958785945
2.2303596488319384,-0.7357280570215036,1.6857760998595568,-0.00805104675298184
-0.39911571852552363,0.5070167865444017,-0.9120454308557425,-1.55075913166762
0.05444456336457185,0.4943455702626571,0.25544496760666036,-0.7610546016640157
0.8841818151951191,-0.28871880568553726,-0.9761494502380281,-1.565962522574384
-0.10798056134293389,0.4454490572119682,0.3649371044333649,-0.8989792054132796
0.5556069842518202,-0.09287029788943671,-1.1164769905714764,-1.6315300690364796
0.3949066359501769,0.23377216796844577,0.28205842011296234,-1.0028507468782597
0.8372050226472976,-0.18850104782529425,-0.7022963252562329,-1.4174694754666584
-1.4078781703965773,1.6099745447499056,-2.8339048319507345,-2.192825044984221
0.8078494136349023,-0.16410909682707353,-0.9342004489671606,-1.4600890741725128
-0.13828364464101,0.6320539475986323,-0.0632806593762627,-1.1546493580163082
0.18717858533399576,0.1708709478553959,-0.016661954353405672,-1.1182523696050743
-0.38665813551339834,0.346306389502669,-1.0316331443783633,-1.5528413171785442
1.6590487297919927,-0.5171791508451309,1.393913082289587,-0.21142579215580654
-2.0470691310925226,2.1408122229748847,-2.8801378093885246,-2.39149149524679
1.3993169863061743,-0.5182182305165153,0.1749126515184829,-0.8786943305022891
-0.6790071212021919,0.8048334272624087,-0.43012028535274716,-1.3016146636420507
1.5289851345959593,-0.5347009338581743,0.4205259507540491,-0.8530834735942722
1.2212159632534685,-0.3933703583884907,0.8495087485945381,-0.594875934471613
1.0149885167826984,-0.1664368117079201,-0.08122877579877574,-1.2070899111069713
0.8281299823497013,-0.2490461036355969,-0.5385278871846555,-1.5234684998048205
2.2662927082101914,-0.6261255273185227,2.4997477101221213,0.6798827669592744
-0.5949556701334289,0.5106265785626094,-1.9892312303678903,-1.9052441881050728
-0.5812695375284159,0.8132648621471771,-1.576950264091505,-1.8341541144792273
-0.6558941461838667,0.6098458574803292,-2.2374721349986784,-1.9922333143992539
0.9251488533568732,-0.151521394252433,-0.6177324393855889,-1.3913044914641173
-1.2991613442508536,1.7731802651982715,-2.9405032988464783,-2.2091336307330756
1.0111668672107617,-0.4785879715496757,-0.9373540282240106,-1.4573406533618332
-0.28844018276667344,0.7555860834665649,-0.8041970508961821,-1.434137547370518
-1.067713065355306,1.0776835563060003,-2.2967230922858306,-2.0049996015919977
-1.0776008975563638,1.1927647639659211,-1.1086335852881737,-1.7563722274033045
-0.7967737630194123,1.080121893613454,-0.4162365094009435,-1.274090348887789
-1.4860425818603866,1.4448505969315202,-3.091887533428991,-2.402980428842967
0.5141287656735564,-0.018926549292323937,0.42852340962871205,-0.7518483664149738
0.8517908644430702,-0.3857274100708481,-0.24215582320082762,-1.2996860148456393
0.9586734372734298,-0.12006087987445871,-0.4025230923692502,-1.3858063047733666
-0.6264840491269837,0.7599382321689504,-1.3953922070551608,-1.8148357622674864
0.3079310128755357,0.027426725417321773,-1.2001624166217097,-1.6774001064648925
0.005205684935553051,0.2514672259873555,-1.1205041478219244,-1.4318376494873153
0.6915319076425244,-0.27510781014540286,0.4297938326191306,-0.9580702160564705
0.4448621590773117,-0.019163911069816117,0.10867698857099395,-0.8150273391704944
0.09027953249104458,-0.05228052263181221,-1.8944868500843588,-1.7051222621719484
-1.8583428993401105,2.196829931949761,-3.586817821590547,-2.3740964106006532
-0.16658004391883166,0.5474958846629301,-0.23114188293898108,-1.1777883967396598
0.11087648013745463,0.23918765183457805,-1.2733865224645031,-1.5414234390848807
-0.6947726440109934,0.6242901161275001,-1.7260484724076042,-1.7289675567727585
-0.2691755659389808,0.60065314943723,-0.7883809409123268,-1.0474623024080534
-1.2992251500107808,1.4443397016246995,-1.4494182069690216,-1.6213974319620508
-0.3211054471025893,0.40860783955648566,-0.6160756980586802,-1.3528044515962063
0.5058687421604646,-0.023673335486383958,0.6212540988309989,-0.7380812750618312
2.0890595712039643,-0.7482285858803586,0.3278567861936299,-0.9743923007751155
-1.0127092548002778,0.7274020463758837,-2.674749497320163,-1.981673256391315
-0.023974070269650767,0.3549650382948619,-0.7017711115542771,-1.467383820917585
-0.9614690500385404,1.2066066106744497,-1.6108387800630362,-1.8887803452994307
-0.09256618896659229,0.20403998230984907,-1.5606289253028358,-1.9917443664943313
-0.22373208113319423,0.4202459608090188,-1.4994439459998632,-1.749127307943267
0.832892162099332,-0.2109713018767535,0.3793427622095651,-0.6324053328160829
0.9741195783904064,-0.41462054979646057,0.05371586839547038,-0.8237239244095355
0.16281815769810043,0.22544284636396214,0.29539223466503595,-0.7711406124032745
-0.11449202010433539,0.5213698436310364,0.3977182763885949,-0.8026519330272553
1.1864684326166455,-0.39971482011312987,-0.13734034136922124,-1.2613857543718192
0.17979165086317853,0.1577833264192531,-1.168876420124979,-1.4182827353063263
1.5164416176334854,-0.67447849979319,0.645009662503514,-0.6488133900866476
-1.6340320196281182,1.6572193472713899,-1.9666411538356925,-2.1661527424596145
1.7819709009957654,-0.7210724677121182,1.2117815004604888,-0.3504125638541154
-0.6177277008871878,1.0811317480411269,-2.029286657675792,-2.0161388607009822
-1.0863992928587567,1.289620073840358,-2.157834901427345,-1.6129008674363425
-0.044753328004711504,0.5700537769171834,-0.8152311643527821,-1.5703186734765537
-1.1637024197482566,1.4853472374474301,-2.5260816318323287,-1.6568639922779187
