machine_condition,maintenance_intensity,performance_metric,warranty_cost
0.026374772849561846,-0.024979712038926183,-1.9400408937963032,-1.011012100825475
0.26032170142265076,-0.2435273037894676,-1.3456546487784786,-0.6538117129359404
-0.395145541517793,0.3448304553500031,-1.121681178925784,-0.5910824747251212
-0.20430090503826184,0.20065797816865497,-1.3910692682276837,-0.8840256788746813
-1.2716326547194026,1.0856013815996524,-3.11336311056577,-1.2987661267758244
-2.596878630257014,2.3466346981477666,-3.646022567755489,-1.23714531357454
0.28968091185054645,-0.20076635381071678,-1.460393933845342,-0.8895980291136774
-0.8733046438122272,0.9719650724587036,-2.209195678611733,-1.0302415488557637
0.3940726565612827,-0.49448938852695085,-1.6217280848703925,-0.9277567737766704
0.93510554388491,-0.6618625136405769,-1.0726575245345606,-0.665424928173212
-0.015684707555987196,-0.01830525507672815,-0.30557993740595135,-0.4013034038082684
0.2595959662533309,-0.30885168195668905,-2.0602341240779554,-1.1070806143524519
-1.473314241090242,1.188152887153687,-1.6949762212300454,-0.9873371794500903
0.8019265960762537,-0.560200720876106,0.1118268250411858,-0.23821778651727657
-1.7507523866715193,1.3583325454789656,-2.3876018449105283,-1.0646423409751429
-0.4950519314243865,0.4776448870566699,-1.402223670998069,-0.7882424400219693
-1.0086008093231145,0.6451413538536332,-1.005695450798642,-0.7108636626798709
0.025244185874402095,-0.05684564809216304,-1.8849092255593325,-0.9555525794057069
-0.12150685468131342,0.07610001734591368,-0.5817888818282555,-0.44790455546473207
-1.546873181920014,1.2019528501681025,-3.0901516613144246,-0.8715063946057362
-0.6069439735396445,0.33364986873279223,-1.1130328439737982,-0.8373835082446073
-1.393812672355952,0.774380742175425,-2.1750877852013093,-0.8936434856393167
-0.6276954945614528,0.04642087180389093,-1.7826302768242437,-1.049912682214996
0.33263215435598203,-0.3707718266510574,-1.6834012587129736,-0.8647960091289628
-1.5413668418465787,1.067994712993129,-3.0454571027830624,-1.2144731612276274
1.670299820371597,-1.1582496746898021,0.5087808123206932,0.22571373739458583
-0.4995458653113172,0.2912041002689471,-2.2382739802460963,-1.1936389527392115
0.6731289645660609,-0.37585970194008944,-1.241751397553041,-0.7135077380047908
2.248089573181875,-1.1853589740775252,2.5224247268025697,1.9331568237414474
-1.6542627510492425,1.033969083841745,-3.164480600135671,-1.3250446512188665
-0.47439701617327434,0.16432800938176212,-0.9937998536409756,-0.477130901471695
-0.30191524090065736,0.45150015176391,-0.2972563362662394,-0.47416788860963643
-0.9310263770875058,0.49491560409933566,-1.0115200664984487,-0.7094491998719431
1.1109860596933736,-0.7663951029431552,-0.030966777926527245,-0.10206948641328611
-0.18968295844613775,-0.07600878714658127,-0.7596175943807673,-0.6492235328979629
1.2784095909934245,-0.8448547854912196,0.573633578460653,0.21694546478234322
-0.5540771189564024,0.694417114634676,-1.960926242345835,-0.947307661076768
0.3543027399926362,-0.22048900073575628,-1.538753670886171,-0.8351855457817297
-0.4402761723339558,0.17706976504839617,-2.3383253972437825,-1.3038002954318804
-0.4244488272880509,0.23305158941836437,-1.9729616848335685,-1.0791056809438446
0.22808162485144834,-0.012320414191686224,-0.06989001994743238,-0.30002127463734385
0.579044166957352,-0.5465537283048363,-1.1622567596514675,-0.6591306673858186
-0.8541883532006506,0.6465146550442236,-2.0835263477696278,-1.0160597681068047
-0.8413403335524701,0.7621756453261321,-0.5825958306154145,-0.3931021054954897
-0.6557041121972961,0.5043394038395207,-1.5425372175248364,-0.8481908089381113
-0.1468827015499209,-0.0558297327947669,-2.3268085859241943,-1.1799320021240107
-1.4119755009508475,1.1670743145817823,-3.0059611166184346,-1.2185208397086515
-0.2705568245552002,0.11136369555655384,-1.5715480591436264,-0.8553168047649342
1.1293033044967473,-0.7279020594378782,0.8998353375867296,0.4186455834483395
-1.3402580715761838,1.1465087024642178,-3.224427548333828,-1.1966941603007781
-0.24929602825827887,0.09255470930759777,-1.4283033044609146,-0.8385684656865557
1.7634922125454582,-1.123415357975363,0.9238339153117539,0.47811218510049847
-0.5919594268391788,0.5113560481402253,-1.9447158124099149,-0.9935739979798321
-0.9078116812173702,0.7225232355788667,-1.7163577446434315,-0.8119272327026149
0.27179961738690367,-0.18390833121810096,-1.077320624215559,-0.6980648195305159
-0.004561670570553029,-0.08467425858119934,-0.987451757130986,-0.4913739842826207
0.8541069362787748,-0.3766202655652294,-1.108845154342369,-0.7249409966711937
-1.5900048839272278,1.4500474736164102,-2.0296824373434657,-1.1812553618175603
0.05604898691107586,-0.16766911790701583,-2.2040742472338124,-0.8907115447826863
0.10586256651600799,-0.21875691224655916,-0.2597239144180574,-0.3096109273221735
-0.09083757764641426,0.13370414675217934,-1.517513329086218,-0.7700255060442924
-0.7138760560262599,0.4189949278415061,-0.9686813024381722,-0.744920485558094
0.20371539390183901,-0.09180518936927345,-0.9271136480530136,-0.5357277609507883
1.2030318374220288,-0.9124935844596751,-0.9045059657647795,-0.3849368108520905
0.08431306852339326,-0.18301753508053867,-2.21140875651586,-1.1015971649916971
0.16393392334209356,-0.23591476960605184,-0.9324530814648514,-0.6673542288786036
0.3737515499731915,-0.5331422191374313,-0.3837026958372929,-0.30356569389678856
-0.2269068502802026,0.08561392029742275,-2.082362440119037,-1.4298595609579738
-0.6712744045875396,0.6246243907537858,-1.0366014346835088,-0.6818773464577924
0.3141098794250167,0.1702501239887968,0.36727530625971117,0.11573429618868677
1.484418113094343,-0.9883615652251818,-0.20548108271784726,-0.23263674306984217
0.6521641579938263,-0.5212606427791863,-1.4749645903417012,-0.8011514894706493
-0.23257336758307168,0.23500217360327,-1.6306157313213723,-0.5131307837278805
1.184746186559696,-0.9064248368945109,-0.7599752870802355,-0.38307774259332034
0.9209473120192396,-0.3760135322462468,0.747320458305849,0.296579386840272
1.2165007886765722,-0.9127839671758524,0.6579304366296297,0.28063317444141544
-1.8832628052071814,1.572100121755449,-2.544698979993895,-1.1509298533070569
0.22129197733654235,0.0718168685057286,-1.2402627423841805,-0.6670751041737932
1.8165952545950126,-1.1798941913082366,1.159916647745252,0.7702667399226198
1.7428839750766365,-1.0191185645690415,1.163011686040682,0.656992967403961
-0.06047778742906132,-0.03246540039072705,-0.924930581253753,-0.5679471505065925
-0.5895478481095022,0.40606277180618655,-0.5726005625162076,-0.4727321336403276
-0.8220295926532036,0.5109619042426509,-0.905830517626382,-0.5130643564104638
-0.05221815710152844,-0.1786699818473312,-1.758408459971522,-0.7901433819038097
-0.0852374685916292,-0.3772169240443441,-1.9614663283721785,-0.8991473748164053
0.4310528283825466,-0.43530416173878705,-0.8195878638713336,-0.6325905341426951
-0.19667955947317275,0.050245933250216764,-0.39193909142252736,-0.051586314649440745
-0.6605914123362925,0.4533205364640731,-0.8414174610445958,-0.7128738772652197
-0.2464966445170574,0.2058214634908208,-0.3917037462223649,-0.4960581527692033
-0.20954280375841003,0.11439500595783135,-1.579448440872365,-0.8438224749117276
-0.5062110096325154,0.10353112963692845,-2.603446025852744,-0.9451487323426068
-1.4386211957454096,0.7759263778695882,-3.320157901107316,-1.2421901838066756
-0.20401099591663452,0.00711933183400134,-1.8745213248412576,-0.9280944668797166
-0.5674343872166011,0.3125535431069005,-0.6739245069321113,-0.40527636935102507
-0.3487789359694846,0.2548933690247468,-0.5175848290843117,-0.46905145741819804
-1.030188232832917,0.9570594270436202,-2.322302020523516,-1.2084115772543762
0.5858462568261652,-0.5262595829436143,0.09389051488160449,-0.09923972344318444
0.3718297405469014,-0.42557169639619946,-1.0699463981999286,-0.8125136374599838
-2.4071454677207815,1.9701453772474158,-5.054611432319482,-1.5918571439395715
0.963983151743084,-0.5168399275825037,-1.0795271139022709,-1.074504424298354
0.09650409413767852,-0.20481777461815373,-0.2636341227260832,-0.3249832715607157
0.4287660268578695,-0.4341704545710119,-1.0359002273608369,-0.5789495486824616
0.5973336484846355,-0.6197735099508976,-1.6446927693474218,-0.9014542769392131
0.7300863716909383,-0.9095084673476167,-1.2608703219765527,-0.6903245396388311
-1.1914608161501126,0.882567732751712,-1.207123434827209,-0.64850370231641
1.5145775113220834,-0.7328854036515073,0.7492116358171108,0.21611915562864667
-0.6976443365417653,0.4703995449237888,-0.9890771573120972,-0.6189760515890537
-0.32623936977832046,0.03880576905875892,-0.8174600640310488,-0.6421427796113435
0.7831648361221841,-0.5982320392391909,0.43159710134519536,0.12525214299892823
-1.6871247356819614,1.2723634142095208,-3.2661391167760896,-1.4253878830757798
1.4164108104915887,-1.250488725821713,-0.18495749839200093,-0.1828387335254155
-0.6291547115113673,0.11375817655299258,-2.6561035921386207,-0.9716089012925974
-0.5161963685035162,0.28355629779638936,-0.812293456066538,-0.3804495741809867
2.4465932683220157,-1.0032287621113396,1.7834532734194273,1.13265723210212
-1.5822006472194055,1.4001306759047722,-3.247217131439503,-1.453287097076056
-1.8056358848826377,1.5210633339225184,-3.318313361518061,-1.1874765464396257
0.3779993001585925,-0.5452518200926147,-1.3135640692713266,-0.7551720516137632
-1.0235861803180308,0.5448673928102951,-2.721555688187484,-1.3160229918555886
-0.957976479322891,0.8649415184228374,-1.6904071356353205,-0.9545116516550735
-0.20107065065290355,-0.024135270392714778,-0.5273293237927212,-0.5657788013525307
0.3039230474830263,-0.378253232617411,-1.7700849735676258,-0.8816064140827764
-0.23856720048207086,0.16286135667664142,-0.5792486607451168,-0.48976103878274097
0.5596786249844954,-0.549200283325722,-1.8181769339011908,-0.8368986463284399
-1.3788750905737102,1.049117497483439,-3.1343802030010606,-1.2815303480246565
1.369811180332089,-1.2200103557591446,-0.6546801142986973,-0.450216290761537
-1.8124420010746414,1.7180730527907027,-2.716037379809255,-1.781737565664122
0.1316772025687508,-0.36322172208001297,-0.9568199979002127,-0.5315220613120755
1.7602047445245046,-1.1356115273564809,0.09715853068314928,-0.041333501055130346
-0.5290861728123061,0.6487243731928358,-1.9764479503546866,-1.1195188515138463
0.9781291542230378,-0.5821536308156858,-0.8444784757860294,-0.3208510644080417
-1.0610226286040811,1.1479455846746853,-1.272862749427051,-0.7043092889953982
-1.367694022301896,1.195517392631742,-3.0340610410923254,-1.0872409394319873
-1.8426136124285364,1.4499339519049008,-4.0791669937289665,-1.3784252480075276
-0.5179629478301535,0.42061788072984213,-0.8735951959021633,-0.6395744342700015
1.627411820103769,-0.9003239964257723,1.7620697803757563,1.249722798167864
0.32250842148490544,-0.13620430661300117,-0.19309939545145216,-0.3301383790005949
0.6985357090461934,-0.5243318575082315,-1.0085564352354623,-0.767880475763602
2.9936339758290624,-1.1580584695896814,4.091178475019795,3.040977125745983
0.22843532759078763,-0.3544797896689074,-1.1705373365878087,-0.8487850338807958
-0.2791461142480864,0.333531662986494,-0.1230518443174844,-0.13028899638429564
0.2321927661979669,-0.2137056529699891,-0.46017527280824044,-0.38125099801428985
0.9821591648601414,-0.7468698692019933,0.5740285277288524,0.2640135723256812
0.023234438396709984,-0.04626421836843451,-0.5308091898833251,-0.431584433000105
0.3261297362554657,-0.3074461473384433,-1.9578633163665895,-0.7559766937051525
-0.27842748481478113,0.5051200432097414,-1.3788720584502032,-0.7928553383767593
-0.08757447835217647,-0.05009871661250226,-1.2571014960936457,-0.6853648213523942
1.4711685904558804,-0.8597599137068597,-0.30028486895686046,-0.35262555181286126
-0.4717739492204193,-0.05053211467835311,-1.5152488731565255,-0.8550758309983469
0.3098445807536031,-0.28771776432401613,-0.47461575573773096,-0.2105921013790624
-0.1602373143731079,-0.11387502633985316,-2.481473946897342,-1.0547316998161407
0.20086435543498313,-0.33998805366101287,-1.8955723533562223,-1.0401233478408092
-0.8926679436052182,0.7725891328387146,-0.6101581957396296,-0.6698315429366273
0.19588274885617982,-0.45280491520409116,-1.933032984831181,-0.9036922105942178
-0.025730968185457875,0.14612753923621252,0.1612490281076644,-0.09192161120655053
0.926871358532111,-0.466962549169301,-0.6124523102217936,-0.43705930789822356
-0.2928422668071125,0.15075078451630008,-0.3347811083127872,-0.30370983092562226
1.0378264774338872,-0.5669032155677798,0.859179322672116,0.3314051556986029
1.4215084457324698,-0.9864199449951954,-0.18047031408108916,-0.2267132443336164
0.394952127249545,0.05046607963906996,0.7177745568684086,0.3293282890011503
0.13993542559223338,-0.2882637581208698,-2.1428791020857254,-1.0858102066523339
0.2656305097749123,-0.026483834339371876,0.19033381524684234,0.009892100448783522
0.8533743795173009,-0.5004781280485707,-1.2225775327127204,-0.7302040425111352
-0.10155127487855134,0.14851403066595587,-1.2792883944548454,-0.7505342049629461
1.2148287686062853,-0.9540107858354012,0.937301631136136,0.4804287698626296
1.0950850835811894,-0.5619126296327501,-0.12506387980475975,-0.1205321997442373
0.13164060663678695,-0.10798258452410443,-1.8516482899275486,-0.8648771842472004
-0.4014409106021599,0.28300389107329427,-1.5257838959379795,-0.8883926549777914
1.308359356923973,-0.8178541857710918,1.2076178392541945,0.8150836498535611
-0.9313372090172903,0.6995480204217024,-1.8954287492700812,-0.9443711988281347
-0.5819235389930031,0.40649323252393477,-2.2219424493731426,-0.9427096351338901
-1.1389281459902978,0.8354714438225355,-1.3953409711494262,-0.7270929123436696
-0.5241041213522666,0.35350483641716063,-0.5745666429511105,-0.4933812944404755
1.1236837706669769,-0.8027008380229519,0.7541153778896077,0.548556690213108
0.534572181293532,-0.7993564741377303,-1.2584392683284122,-0.76333368337094
