pop,SocioEconomicStatus,ProgramIntensity,TestScore
A,0.6624345363663242,0.13395456723972476,0.5106660345656925
A,0.4388243586349925,0.6867970359935347,-1.3946519897455845
A,0.44718282477365445,0.27100049181460173,1.1367310882489046
A,0.3927031377843829,0.44325740892615795,0.43338759013365774
A,0.5865407629324678,0.7503197176984356,-0.29152427986579266
A,0.2698461303119717,0.4994157942472863,-0.15612936709809389
A,0.6744811764216481,0.7298273973413207,0.4045823970130521
A,0.4238793099104897,0.6806621685270298,1.6285146987971237
A,0.5319039096057099,0.4972774640838731,1.4844386882918463
A,0.475062962452259,0.990631198717081,2.8854319511611393
A,0.6462107937044974,1.8162207472007865,2.9811141944773025
A,0.2939859290502346,0.5394137832004976,-0.577046858876989
A,0.46775827959864924,0.7865720470717597,-0.2484306057215122
A,0.46159456453315845,0.11038786121913657,1.6103888673747941
A,0.6133769442335437,1.2667485291805078,3.324136285663487
A,0.3900108732685969,0.2059826456247792,0.28024324609429324
A,0.4827571792449564,0.3197121706313703,1.264720902212447
A,0.41221415820786284,0.897040963740811,-0.27807899347241105
A,0.5042213746715593,0.8468514341862743,-0.6936932244082656
A,0.5582815213715823,1.3910100075319045,0.6636115480863265
A,0.38993808227870785,1.3063455876662164,1.2611085278861665
A,0.6144723709839615,0.651867775374696,0.6220692867538271
A,0.5901590720592795,0.9494271031668915,1.1914402973630478
A,0.5502494338901869,1.7055817426229414,1.6547668570359808
A,0.5900855949264412,1.3683980175041905,2.519767638395006
A,0.43162721408256666,1.0039653462754847,2.776814068868883
A,0.4877109774481352,1.384669498739927,1.8110357434588706
A,0.4064230565740931,0.30733310027895167,2.662469032978687
A,0.4732111920373984,1.028108492763413,0.7722727360924857
A,0.5530355466738186,1.534180014692732,1.4515050580928475
A,0.4308339248274691,1.4567070300520775,2.189108832657003
A,0.46032464731440226,0.2873945622804913,0.30085551812133904
A,0.43128272998804007,0.5210869911663478,2.0431654309334215
A,0.41547943585012803,0.8145767406373741,0.5058524741195874
A,0.4328753869163181,0.5048144088695692,2.1738087035112637
A,0.4987335401081099,0.5521921902581406,1.1453540386384056
A,0.38826896513647224,0.9244041117956849,3.8004720646216423
A,0.5234415697817092,0.6084573632390566,0.5630957134162182
A,0.665980217710987,0.10501388096662267,0.43510414742795
A,0.5742044160577335,1.0422302820063845,1.647245632139059
A,0.4808164447638385,0.508978271860294,-1.2873965394105846
A,0.4112371035915164,0.2510901645221079,1.1823449749338586
A,0.42528417062491625,-0.1449428193905783,0.6761306303745235
A,0.6692454601027746,1.5107794236400147,2.1554941556276694
A,0.5050807754776029,-0.355935152708603,-1.4962663137132188
A,0.4363004353430647,-0.19521614934655085,-1.3927368410407563
A,0.5190915484667467,0.6407142914195483,1.6426060487937901
A,0.7100255136478842,1.679516063297175,3.422715161772838
A,0.5120158952481629,1.422876795713571,3.4269541437343225
A,0.5617203109707419,0.26508914899143077,-0.18097612618189507
A,0.5300170319955827,0.7062094500015986,0.09942504783928108
A,0.46477501535064814,-0.058065664517812254,0.04181554807815585
A,0.385748180197786,1.0842258021841333,-0.5829057955314745
A,0.46506572775871224,-0.040682738622021763,-0.2575613324587963
A,0.4791105766625222,0.6470679924901646,1.8821460913354984
A,0.5586623191182197,1.354485368152205,3.436017724816196
A,0.5838983413874506,0.7646404978162216,1.5109146245608458
A,0.5931102081303558,1.6247454841084037,3.739787299167957
A,0.5285587325254258,0.3578339871927127,1.1915539112121243
A,0.5885141164270729,1.067366409414046,1.7295416176946243
A,0.4245602059003347,1.0634814017623686,1.231688379005103
A,0.6252868155233288,0.8680743580644569,1.5552408562551152
A,0.5512929820418009,1.5200966051858606,1.7062780435754124
A,0.47019071648972843,0.9793508670786891,1.2145926878803135
A,0.5488518146537497,0.004552925476453584,-0.2182574577402192
A,0.4924428286978944,2.7179655950658232,3.3709517598161423
A,0.6131629387451427,1.2440662301630476,1.7490449961769483
A,0.6519816816422199,1.0316441693751248,0.07364948007278871
A,0.7185575406533161,0.37842990164673607,0.7125754324174026
A,0.36035036645118623,0.5814094590795875,0.014018359846037942
A,0.355588619457041,0.3034115137652179,-1.4603180494099244
A,0.44955341370535484,0.9965069535731934,1.8400333338788006
A,0.516003706944783,0.9598407060231071,2.931331926101315
A,0.5876168921116225,1.8079300807021232,4.647753783456325
A,0.5315634947241605,0.8684709283493997,2.8561412536216917
A,0.2977798784175997,0.7034225576206732,0.07084490774669217
A,0.46937959873716284,0.8902978238614654,2.4410464955592497
A,0.5827974642607247,0.79995129486139,2.3860882698261086
A,0.5230094735364383,0.6928141116446456,-0.8766078409208253
A,0.5762011180312024,1.4148017783810447,2.737051188197457
A,0.4777671857389641,1.106664346277761,2.1160551302604578
A,0.47992419310700024,0.4051654876336104,0.9519130924260024
A,0.5186561390988285,0.22126615716174758,0.9248077841176157
A,0.5410051647208256,0.7778027346078112,1.2689142491285559
A,0.519829972012677,1.3604649488562122,3.408264775121382
A,0.5119008645807459,0.7540866037371299,0.7618184615698396
A,0.43293377137109695,1.5226182016706318,1.66902582554623
A,0.5377563786320919,0.4190994244114205,0.856693511023278
A,0.5121821270991437,0.8390934594816181,1.524503236311005
A,0.612948390791192,-0.3387293442960866,-1.6116204326543644
A,0.6198917879901507,0.6320037415300808,2.5158909814711667
A,0.5185156417483944,0.6232128033016605,1.2642250735435325
A,0.46247150499098855,0.9491761447325275,1.8882779445500972
A,0.4361269592545778,1.5095213582174343,2.055738917368887
A,0.5423494354064113,0.830995947791487,1.078434224832732
A,0.5077340068348559,1.4885598010566925,1.5395054930276157
A,0.4656146324428924,1.02926248689733,1.4978683351911646
A,0.5043596856834247,1.249715618631169,1.805255708111338
A,0.4379999156051871,0.4239224449948167,1.929584132897117
A,0.5698032034072219,1.5472004769351522,2.3491007859456037
A,0.4552871435214002,0.1464485759262778,0.3771896213773373
A,0.6224507704805499,1.1812554613209831,3.665781188647823
A,0.54034916417908,0.3344926959154904,-0.5126541290547677
A,0.5593578523237067,0.5799640022861827,-0.3127588917583526
A,0.3905088154258958,-0.14493857922220932,0.5220705252313353
A,0.5169382433058668,0.5172334106357892,0.7184107197898624
A,0.5740556451096275,1.0366419159199238,-0.27870955621720794
A,0.40462993981920653,0.5725596781894905,0.5840339686670435
A,0.4733781493996378,0.03618475347262484,-0.2957684976884478
A,0.5032614546693358,1.4902621103496883,3.023999874510119
A,0.3626882679753244,0.7126428711172158,0.38154171506723056
A,0.5315159392042291,1.3013066253442251,2.7771340255748806
A,0.5846160647585034,1.269537556955099,2.1970121089720855
A,0.41404840591680137,0.28863872539159546,0.41354653808015673
A,0.5350545978664107,-0.16994158250640345,0.2792739243748741
A,0.36877165887625685,0.0954453041985322,0.8191213709334237
A,0.4961304490733949,1.3567735982467077,-0.5543605561228757
A,0.3384227645296705,-0.019138890055651725,0.578667729137452
A,0.6121417708235664,1.32623449839738,1.4368283042553944
A,0.5408900537936828,0.5051315941261123,2.7357630035491702
A,0.49753830441242214,0.9428620790456249,0.6496237658134004
A,0.42248383808308404,-0.27823416918797084,1.202316821283718
A,0.6273755930158776,1.5246009725237986,-0.4884231774692771
A,0.6967101749254735,1.025230912342969,2.3972240672676364
A,0.3142018135553248,0.9142156198159408,1.4416798245834759
A,0.623616403045282,1.0303554292594708,1.282232060809961
A,0.6627650753148906,1.3931795106218074,1.8025022603873835
A,0.5338011696574476,0.7497357348543714,0.9162160799579784
A,0.3800731967664814,0.9417880669066532,1.6688498339031141
A,0.5863345317544022,0.12471545551958163,0.4595345162927848
A,0.481907969792185,0.18250660846552424,-1.21970472411857
A,0.43960793722067426,1.0221489080717792,1.18802440106799
A,0.37699418643330385,0.5459021515452075,3.0822192383177365
A,0.5550537495976215,0.718203538786326,1.2090927433227248
A,0.5792806865919348,0.7791148825622233,1.5333273783044765
A,0.43764692703202085,0.907332945220614,0.8193959793586074
A,0.5520576337073371,0.5314145734397961,1.1471151465673943
A,0.38556586103768575,0.8335025899291566,1.319900836720916
A,0.5801861031871345,0.41238323024636214,0.615330193339558
A,0.5046567298424146,0.553359073253639,1.8203478560649855
A,0.4813430228092651,1.2144903700735032,0.676486831236586
A,0.48982541274708546,1.2703643330435734,1.5320294550395663
A,0.5868886157005868,0.33175574342319913,1.3063203882757661
A,0.5750411639865008,1.2818791195939399,1.4749078714412258
A,0.5529465324352709,0.3098286376354549,-0.47169378699157316
A,0.5137701209997386,1.137166797359147,2.1064471127265754
A,0.5077821127912706,-0.18773286047274151,-0.7636681282683939
A,0.5618380261998525,0.2842016930802225,0.286363952286727
A,0.5232494559178738,0.53038804496538,0.12084002051140508
A,0.5682551406864486,0.7691397335866932,1.1130154320947536
A,0.468988322648194,1.4152896986467847,1.3610943835523268
A,0.2565162235892861,0.8367739223856926,0.5673970341777135
A,0.6038824601859414,1.6935576445651024,2.857642540027907
A,0.7186979646974258,1.6813508960639227,4.0189181692385105
A,0.5441364443568582,0.674772890717865,0.7525678321843385
A,0.48998447667165,0.601813272848115,1.516456028283557
A,0.4863555256103967,1.2640190995162264,1.297690029512402
A,0.48809458122251903,0.7523275873451982,1.2417454983557097
A,0.5017409408300004,0.6741145749983417,2.203258672612572
A,0.38779812712531114,-0.08590417081962909,0.2746275699076684
A,0.4482905542079772,0.6192057705341959,0.16229086269583148
A,0.4002973172349737,-0.7950522274944627,-1.2047409859941232
A,0.524879916138777,0.5592610966338228,0.3624186044836779
A,0.4703358847629137,0.2155587013134702,0.5785231878163042
A,0.549521132397796,1.1705688723663719,2.4681972303756896
A,0.4825296840257499,0.48445834783079417,-0.4883147460505355
A,0.5986335187821242,0.7334245035026459,0.1750421491733607
A,0.5213533901335442,1.4555828175355652,0.948124318066353
A,0.7190699728969734,0.554071086761152,-0.6200783566504913
A,0.31036390771089073,0.6238753091446633,2.1980891188018576
A,0.4353083311745092,-0.29467097697646927,0.01719704419904352
A,0.5901486891648711,0.9300875924696321,3.302985863525355
A,0.7528325706806398,1.334381728719382,0.5123141100828923
A,0.475136522228454,1.142640269241137,2.8169318002830748
A,0.504366899317839,0.3072087523174354,0.009053739607743028
A,0.4773685757486395,0.8758813345952561,0.8504065100197835
A,0.6331457112587592,1.1087956667274834,0.6263477786429533
A,0.4712692136523981,0.6972880034297785,0.12443951486403793
A,0.5680069839878105,0.9270186153456176,0.057678791307311794
A,0.46801984011013287,0.933796921031032,1.5245457507396123
A,0.37274412447540056,0.7580563991540263,-0.2579493337924752
A,0.5313547720463432,0.29902671352531496,0.48230866583951676
A,0.5503184813435326,0.22754696685305797,0.6586002076844844
A,0.6293225882532262,2.1969740250391756,3.367042781047867
A,0.48895529735826837,1.6933290892514465,2.1848850495376086
A,0.4382637936287639,-0.03845124758387097,0.6334856207817277
A,0.5562761096619027,1.0595230355117766,2.0189554838076207
A,0.5240737092237733,1.099829105212215,1.5018372073315165
A,0.5280665077122639,1.1677683791486382,1.9535695038927146
A,0.4926887296252722,0.8092308126615834,0.22366160491682163
A,0.616033856999377,0.4606148158947532,0.1779714667903326
A,0.5369492716375723,0.7142137042748097,3.0412839287242175
A,0.6904658708340982,0.7901362373557381,1.330774719646459
A,0.6111056698560504,0.9838450628039528,0.7622289240218382
A,0.5659049796100211,0.7146718173547433,2.5472757021137067
A,0.33725616593837426,0.4400464357640523,0.5530087579999833
A,0.5602319280295629,1.3496241294282854,1.1513186450679416
A,0.542028220364706,1.4283214305244214,0.41295245829414107
A,0.5810951672803556,0.2810911645346218,1.5254591644111177
A,0.6044442094707259,0.6767012619887982,0.07395572235448711
A,0.45991218082110735,0.2944682943440772,0.12336545898092599
