time,User_invites,User_signups,period
0,1.353424919699969,1.7343670653015644,1
1,0.3454771134703581,0.20160032766448166,1
2,0.5167752427675849,0.028859959999813944,1
3,0.3460211902297111,0.714405273349737,1
4,0.45089220753593856,-0.14834285044600987,1
5,-0.0032245572562857594,0.08080580682739884,1
6,-0.23665717711609113,-0.20948347020001234,1
7,0.5211259161440094,1.4660888745422707,1
8,-0.7603942348538411,-0.6879710783584536,1
9,0.6490521345672826,0.8752663315788325,1
10,0.5734237414196272,-0.5662441441733119,1
11,0.04423765360200016,-0.19151884226412696,1
12,0.46247220740929007,1.674658023161577,1
13,0.017711862529547595,1.37301411642753,1
14,-0.04083931658538675,0.6510171681119459,1
15,0.9315187543714147,0.20599574448777813,1
16,0.5771508352875732,-0.342923259406686,1
17,1.4984200778067853,0.3745538211823777,1
18,1.8388104348746368,0.9175742067165983,1
19,0.9038378206215878,1.0918001196827198,1
20,0.7391179765850644,-0.12671259872344143,1
21,1.4597685162549938,0.139645304697535,1
22,-0.21561897561884913,-1.3574701523360262,1
23,0.08175215754943699,-0.6622345553776092,1
24,0.6171267456256824,-1.5843163526440232,1
25,0.902370702553418,-0.7884930479679937,1
26,0.8124209454678182,-0.33038808538368625,1
27,0.8423619992715808,0.33096387520080256,1
28,1.1743661999046462,2.5646254022511084,1
29,0.8266348500342098,1.443226382216444,1
30,1.1284105011246113,1.1178565429401701,1
31,0.991903723676824,-0.8034933183695936,1
32,0.5957759140573493,-0.04147768906969951,1
33,0.48370717648391226,1.024790368384509,1
34,0.40460347841789795,1.6016874032715327,1
35,1.1333823477791842,-1.4263993471159453,1
36,0.8464403942324823,2.0432369838578737,1
37,1.8686320233142373,1.3190047078672467,1
38,1.0488399652727605,1.7554771511622165,1
39,1.9392069116390087,0.9780249931880971,1
40,0.4544247663084705,0.3045454221783414,1
41,1.058693438172613,-0.3618918227174682,1
42,0.4002608643240383,0.4095505914509425,1
43,0.9761000017415691,2.3293380566794166,1
44,1.4952793267694746,2.5109112544329335,1
45,0.909389388450644,1.5578095072844829,1
