Z_1,Z_2,X_1,X_2
0.0976270078546495,0.18576054156231514,-0.4951653954113209,0.4652177253451826
0.43037873274483895,-0.9798726086878133,1.7871264915163076,2.317646102415629
0.20552675214328775,-0.04834760828555451,1.1554939561545516,2.901567858484847
0.08976636599379373,0.4175407818820973,0.9982559290716919,2.608055828415033
-0.15269040132219058,-0.9120491359518188,0.6707999893269616,-0.5759619411597341
0.29178822613331223,0.7590429660474602,1.9497153409845729,3.8556449583031838
-0.12482557747461498,0.04016283327134618,-1.4855123687505138,-3.099521381644444
0.7835460015641595,-0.9386779033485642,0.017730279024583906,-1.743806214525744
0.9273255210020586,-0.5511727761583196,1.0815135519604153,-1.1423825715440654
-0.2331169623484446,0.907351392854626,-0.35864840800452275,1.372577062987244
0.5834500761653292,0.16463946610411062,0.7680606505039143,1.0308554082355628
0.05778983950580896,-0.7850548644623909,-0.14410890112303776,0.018316877152848687
0.13608912218786462,-0.424910995438877,-0.14357700441530774,-0.8041318502820092
0.8511932765853221,-0.08659274827903163,0.0001792397434741133,-0.34920261625946863
-0.8579278836042261,-0.9580998614645391,-1.8155494148300573,-2.1842393105295828
-0.8257414005969186,-0.17676897277248238,-0.9125713889179046,-0.898089302043429
-0.9595632051193486,-0.021082729130603717,-0.47780757399074036,0.13298055501339323
0.665239691095876,-0.5126442494375356,-0.38817332272473215,-2.5974881877716145
0.556313501899701,0.17727800058397314,1.0396538650404823,2.697031871585052
0.7400242964936383,0.5064802391843537,0.8208574610663827,1.5041750697932508
0.957236684465528,-0.528331551788729,0.9567450895478308,0.5070436667709396
0.5983171284334472,0.24099980055997539,0.28129804510364387,-0.6338454282654576
-0.07704127549413631,0.2792444859274832,0.7566967157130962,1.9546473298855194
0.5610583525729109,0.897080602257682,2.6388027013050146,4.240574116252872
-0.7634511482621336,0.5565523345928876,-2.75878034056434,-3.4400888682122543
0.27984204265504764,0.696690539580012,-0.33045226521316207,0.9939509024570802
-0.7132934251819072,-0.019160183127449715,0.34569350492328543,1.06991712851517
0.8893378340991678,-0.6293028260412343,-0.0959246704591461,-0.8198183196272995
0.04369664350014335,0.99163058591927,0.8701170279623895,0.14692919065568089
-0.17067612001895283,-0.7412884779226008,0.429173540649575,0.7648028157523673
-0.47088877579074606,-0.05708536129146924,-1.4327415506767975,0.0885519339048535
0.5484673788684333,-0.8638138015157868,-0.5329965881657526,-1.9201924760970592
-0.0876993355669029,0.887701714701639,0.8972557225249097,2.7346157557154456
0.13686789773729702,0.9298498816968792,-0.6359126778337298,0.6489402584199251
-0.9624203991272897,0.43877812400794713,-2.241996910539997,-2.049806103424811
0.23527099415175412,-0.30001431273966217,0.32932642155559033,1.5355192345183952
0.22419144544484282,-0.49123519776475133,1.687636825941283,2.1239324470068097
0.23386799374951384,-0.4693933509259052,-0.0642449564638965,-0.9816428493363514
0.8874961570292483,-0.7454119491598505,2.1695245459333496,1.8845911600744676
0.3636405982069668,0.05161790615344586,1.4384808538097156,3.0969136545731013
-0.280984198852428,-0.716365448597045,-1.3224720901774558,-3.180718933500894
-0.1259360924013171,-0.36653866689308745,0.9569376160085492,0.20094972905883823
0.3952623918545297,0.2534129519182098,-1.5012458399524353,-0.9330367866016971
-0.8795490567414603,0.45508721918149964,1.2088098010973685,2.6888229399630896
0.33353343089133536,-0.9514545907558776,1.2042372248109674,0.5591685182922328
0.3412757392363188,-0.13976803124652015,-0.6627364026755598,-0.192267028553731
-0.5792348778523182,0.30424918968427805,-1.7165044418483866,-2.021927433385861
-0.7421474046902934,0.7064919523170257,0.4446073603934302,1.2182258441137246
-0.36914329815163227,-0.04935043557583518,-0.4531490424716176,0.9615615790113006
-0.2725784581147548,0.9384117434353705,0.0043109362926189165,0.7727758204727418
0.14039354083575928,-0.46873490491710545,-0.11277843849602065,-0.010067103106438213
-0.1227969730753593,-0.9729825867465622,0.30672712847368166,1.1781427791985828
