rainfall_mm,fertilizer_kg,soil_quality,crop_yield
110.1595805149151,92.17784372476694,53.071992279657074,153.5631944594075
141.62956452362096,100.31336855408497,70.89393023714612,176.14453079945486
58.180947782588866,97.63314834556476,29.089590035889998,138.78960738276876
102.1655210395326,134.82659449920436,49.8246189126664,204.1968008171733
178.58939086953094,148.3151030523503,89.57954455418516,250.46864210519226
179.2586177866876,176.72219336224228,90.41597940519773,285.1313612671245
25.11706209276725,106.98475178931848,13.968079061690737,137.71365442553858
41.448575627637354,190.69925532056035,20.7048592766856,246.31885063035787
10.293440660165976,107.1600545105702,4.154010702849377,131.44525350496073
88.1619687301273,113.50178833723078,44.459942752898314,172.7425131677033
5.975242175713391,112.13924635846554,3.7550738017186296,137.45301805055814
91.36664487894221,164.6992476667125,44.14326039950997,234.38441152532786
129.82880952295216,160.66863700676058,64.85720169192584,246.03496317932863
55.69745652959506,113.35182263876129,28.494575584143078,157.67175113028452
135.25098039602625,101.39598792826126,68.34506951249683,176.94027270174317
118.17256348327017,62.36908996517636,59.19398014234784,122.72016788444513
4.796376475433073,88.07056612412796,3.7169191962487984,108.77505122136573
111.7708175981764,61.328863259988815,55.03673040826153,116.81571944740833
51.850489381493084,99.88933076478762,26.495434346583018,141.7133274591373
83.02023940201393,78.40870710522059,40.368204983217,124.58563524058192
56.70501635426375,146.87097676534836,28.827881284194362,201.04393444061247
138.62758366259925,161.94015857294437,66.91116571138191,247.12279507617117
88.09074353414789,123.27688032196222,46.28848050473217,184.66841625802007
31.373547694992652,122.38071976651896,14.749307858496568,157.55589259530794
108.92980360636895,101.68390387216456,54.124297908759715,164.8027924735848
156.06295290227342,193.8695152691975,76.62200624565835,292.67798823411056
61.27270647523595,199.00501386770043,30.73547935138081,263.7217659748405
44.39157678643628,146.34622579586684,22.97057997806662,195.01874137612012
77.59425151112976,176.93147286590903,40.16024616505753,243.17030076216403
187.2767299720861,106.34748594715148,95.28021940068182,203.92643957408964
195.19908449458677,138.17525074484158,98.56004724327602,246.09634668739858
134.47673518256272,105.40328455197778,66.13610691771545,178.71899676110905
180.56682170767962,192.3553038373986,92.54149696972834,304.8781007989426
169.15017425863584,141.16201419506947,84.15292426764798,235.91307101332197
75.59880826577783,184.11680215836978,38.6918523332448,251.14859606323648
18.44340177434485,142.7020422628247,9.392035127850718,181.72791341221628
130.68218050470725,62.71542910544967,65.93863867701602,128.35686022388737
111.56815247769019,96.24651486855001,55.71397849434552,161.92117555713037
72.31295261251563,138.9668806690035,36.5486252916111,196.17227785945693
45.010900967966386,187.34117589418585,22.500274239115758,242.76776099125226
81.30398327524972,148.51232975445868,40.731252740244,208.5518637503821
93.78804973983381,103.14838855110744,46.83019136969044,160.36473073706787
53.84711565021225,148.67976711536127,27.66477331504003,200.47581631193623
58.358554845086516,144.89029279316986,29.69878268528483,196.48881928539063
91.53727986459559,195.808678688387,45.873060077368166,272.44498129297733
172.1067825893853,141.09903436078693,86.8425269819211,238.93821814729907
117.25058089356428,51.21108877881742,58.324030718784684,107.8812503434569
56.69757248644196,198.06472448643936,28.62223257574376,260.8733842274043
55.59550132472027,71.85860232282255,27.992169371244096,109.8559804709021
90.92441510438935,104.15801346236228,47.37620492718488,162.7263259066014
41.08206892099751,194.69806212952446,21.099927422988433,249.36100136032923
40.27574220861463,150.8530070950385,21.076248475559563,198.493470955499
102.80701196348838,152.36012189878656,51.22410798360291,222.9669296967207
17.445873756160935,115.08947664156821,9.406499832045444,145.71129136504538
96.7171064703173,110.10470618899086,48.46482583210234,170.2900242942447
72.43524247756667,95.47932610099585,35.25343732586912,143.45810075250088
141.53732436313422,164.18727828944986,71.26195061712498,253.98074874292178
149.34924462040092,104.62430247361488,75.96322418732105,186.5695092102129
138.21858437115287,68.60834925469786,70.85611011832934,139.28930889548053
137.83608275098283,80.46981793534329,69.24981033019715,152.63423704777426
74.72002482978566,71.58595555382382,37.3541093736244,115.14811593803176
133.6269609470535,184.64935095753526,67.48483131650285,274.5079220158134
67.96973279136358,90.18888842850751,30.922444747781398,132.9368220049218
114.558773973775,84.67936581005836,57.15188925448795,147.75750231059178
65.1614316129749,148.2616220699712,32.11214574121031,204.02901529769656
89.02900985270641,95.11672835317181,46.061532534426235,150.52828776394585
12.305786165987854,170.57467912191728,6.316063811588378,208.4388649204525
48.53508443686763,153.02933246962667,24.67672513470375,202.53252749057623
194.32052123471354,138.4202710940748,97.23379733763733,245.11861794635288
46.116840871014794,121.46124889331735,22.007004046507298,162.02460906855688
138.29550218946605,106.46993617215847,69.38290132608927,183.79531657420347
130.09537164274792,116.14633618611381,66.6609761065536,192.04338505562438
144.78782788749643,156.0503585757691,73.92073252611587,245.0096075397884
95.01772212688626,58.85241262827029,47.593362737704375,108.05717491109087
119.33275492037257,84.72573509307445,60.54706610900764,149.0423705866632
13.39388478656527,154.93920219000594,7.017770272840059,192.48946358037955
14.512427564446684,156.32743755563445,5.7720231356260605,191.69537778784124
39.79520525941567,135.8381615513399,20.40270174399503,178.33756790286674
30.37219940170821,89.22426455066952,14.761568077327382,118.5306212017763
20.020868916288936,83.82245490388064,9.53396680428088,109.29146176296929
25.858772921770836,130.01592514736376,12.514314028645872,167.74625461281082
110.6555463615307,89.54974292562017,56.356338663386566,152.62825432643027
37.56296498477565,160.9172464274688,19.792402711286933,208.18724363686533
190.42024860624164,165.15426916174926,95.62505228336218,275.10809085974404
136.3223557614853,157.90511223380207,70.10026335953268,246.36470954073374
108.20393467195424,144.36978643295683,55.55878614780547,218.49943018377434
141.43612016157954,184.0047157055245,70.21503977275097,275.83193193702016
52.77733419050268,132.89245194870102,26.496842234069504,180.96650505240024
185.34513685074558,92.30770138764468,93.49363380559436,186.5774145484696
167.83861155999412,85.66468918229339,84.83531638726656,170.66999585366906
145.26389968560744,65.01340914078196,74.46132943634707,138.52061491915453
96.047991217082,142.66302910672906,46.56631246353187,208.42218250599643
168.42063717532935,164.7798805988935,84.50025477088442,265.6198203790248
148.95046468487186,141.53922580879896,75.60135883341815,229.9704939080561
132.0651812799225,69.86103948101483,66.45088703758623,139.47493951319072
182.79505340118754,155.1730651429507,92.1269695638963,260.81722521654217
126.73311275751496,160.87353726980956,62.501685829192326,241.61862145328584
73.18811697052188,105.33460150557269,36.639463930317824,156.0192574732763
110.56891463008911,132.0988466811853,55.47951331408174,203.3464368267508
39.276115340027374,61.56499927996641,19.25291171946644,90.26524050669967
38.41445927872063,139.78715822068654,19.638768006945934,182.3380102334676
145.13392478656417,52.79673908200531,74.0567100059822,123.23230801578951
156.98734068622622,102.22151935101516,79.4803120267304,186.2617923203894
194.41967273675317,171.3510546836757,96.98944797644529,282.0456812077915
170.19428340830035,144.31661013209532,85.39667279898651,241.94480189390143
108.71886531916455,106.23349835706392,55.65630439291099,173.8190421324043
17.958173904612963,187.07021108161905,7.674782982224581,231.06280583896057
97.77464892322256,144.07396983398942,49.96332975140538,213.329000979707
185.5872695124251,189.45126974109783,92.88697096388378,301.2536884504643
157.52363990069526,123.3938978259266,79.33129501416235,213.23825917933019
97.01884521081763,148.13743802935022,48.520349997075144,217.02273126800742
91.05587229617727,146.41712898567067,45.76246083776738,213.74689197800683
43.597153681870715,57.77013358749956,22.52868449733124,87.164324584087
35.44267616036472,70.95697953899207,16.417953703061233,98.3720542215393
14.724733843871519,68.63452934177491,7.459586644686197,89.68027586015518
178.4786375174185,81.23096411194658,87.82300090691075,166.64901416875364
128.03532337981179,198.1133657452821,64.74893896907886,290.98516797585734
28.66646349426427,150.765866544412,14.15110478053374,190.77205145650132
82.82538394324146,158.155038504759,40.23954025382946,220.56112359827216
9.821784879574725,188.1933882288648,4.3051147197974835,230.06050328938596
41.874669904472725,77.25967911982337,19.979274231054955,109.32177100408566
146.14162482580767,162.99384604584787,72.82539655763546,254.10694822048282
130.22455408831988,128.50908033003282,64.93414634327992,206.29033008143173
95.79565947539554,106.87290054865863,47.131274809178464,165.80568061280488
54.95610109912785,161.89886552547256,27.109868653007734,216.7914986614685
130.44462501323696,169.83109717831167,64.51969427400289,256.2391484522973
191.28990226347608,139.35436602786547,95.21277783386006,242.8605603686974
87.10411123503856,152.9505336387557,44.081299470079905,219.39754397226434
14.026501017534043,177.7119864523591,5.807775046381532,216.94689352613827
11.54629756459351,104.22743525028275,5.062843716748799,128.31542606941804
16.574203759511484,175.3735230027528,8.95865618507125,217.41668416026812
191.94143745064423,121.59164033589106,97.2656392581579,225.42163694067426
108.15216723729877,187.19583316448004,54.07140024926734,267.8302935258241
167.4924865339445,157.63837224081976,83.75845174576942,254.94549154740113
34.006708847426935,142.22027701521537,16.610347500736786,181.71358042616026
52.069014545783034,196.94685758976533,26.58967259096078,256.66076810746836
138.39550237456854,126.65036299994877,68.67642236109515,207.86325344581243
179.1140656283967,82.22394594934946,90.59895095405774,172.41523350829834
68.13769689203191,129.14760409501105,33.87419591382013,182.10518523564505
12.934639598056652,106.0655409861985,5.767327717133826,132.2026547295255
172.82393388212876,195.39988593215858,85.79628732045288,302.97280163219915
58.1744891658952,76.71882376907874,27.982949660096363,114.17746771549169
148.21648127991253,143.44286860816732,74.99038182104508,231.447191695631
31.6067309402988,133.91901953622997,15.413637336884431,172.2014227573892
138.99268702817517,68.53391347922107,68.58583346201827,135.48262564675596
168.28392380622964,154.48043878033573,84.36926586299413,254.52198298766507
145.43041574934185,136.96671031820253,74.24922147957254,223.39069365021675
71.82150497269828,115.23395932480078,35.93058567827779,165.1954774854014
145.33795029803957,192.92659622936372,72.26683816154238,287.70411779038477
27.893424836492066,66.35155485366218,13.505209039773844,90.25260439053206
62.763823046644404,144.62599130249254,32.81319398935624,201.19873781175485
83.91655133658891,93.74233804574652,42.22115904637826,146.67427774137778
175.44240778886342,124.55742918075791,86.32985024403183,219.1205765545632
30.748041714228602,105.1767316785187,15.639341256608073,138.84627835284073
176.0249580498631,152.9368864215935,85.90511097333112,251.04076523375332
159.7928638441608,183.68707446116372,80.29277436981485,283.10369724392655
194.32485941559614,61.83479698795281,98.6130373329129,153.826409367456
73.54059666069207,121.81837992423273,36.62566868196356,175.93918269471823
40.98795378155582,160.2167890635062,19.187196788903844,204.70148922065408
48.1140640669198,93.3432810350555,23.997898346308173,131.9271932583319
165.57256028428418,100.42532706328811,81.88822270462539,186.52259916268846
193.04562971878306,191.67927957094875,97.33570945771233,307.5413513962784
139.76199967608468,66.57207481750439,68.00692489007517,132.95369849908695
96.49940835476598,138.04028499693234,49.41925517170678,205.89394768434784
57.409952936226574,155.1480998650174,29.724047374959888,209.0632506822565
166.73757686863192,149.44151750623223,82.70651157606832,244.99320105047528
174.43590167988518,59.88505657431421,87.9517710888423,142.09662735640757
18.426318360118323,193.79864285612658,8.030484386241495,237.66066350206597
43.18989420395533,53.4601800024885,23.537491782631943,82.29179366168104
166.3522180915733,54.811443892614506,83.61421339411856,133.93184996157532
169.6607794158992,133.33475881846198,84.46681671098759,225.68891695352738
62.930599752799466,61.28885077448659,33.08713403628525,101.6270062527354
55.858919369371264,98.15568795308889,27.481466288198348,140.35950126918323
86.163004403692,168.84267187906238,43.62584824755412,238.13657317527495
107.88930005293335,133.97831757372225,56.22845001694795,206.4197085718624
19.113363001322714,137.09236481699082,10.325437844625755,172.9196067338645
167.38242774272302,187.5873701102251,82.57033416649425,291.5292155698407
106.94697407026419,65.7071297408046,53.573043224729105,123.87978311253154
154.9935630081847,198.26732497918462,78.40571325687881,300.9655285986763
46.167253115265375,146.23923718588054,23.789282883495012,192.13359105038435
