educational_intervention,coping_strategy_improvement,social_support_enhancement,mental_health_score,socioeconomic_status,school_quality_score,baseline_cognitive_score,random_noise
0,2.901420491805559,4.063208213093478,102.41809942593613,-1.2492783503991578,71.1835491707954,78.56795678863666,-0.713439511235374
1,4.650606022368351,4.444991002910052,130.97452367882153,-0.2603314136513827,67.69068458534346,101.7779542060994,-1.272983020209408
0,5.484225381848443,8.2993068080067,133.91827236169,0.3837933001329509,77.87659698730651,91.46822956086878,-0.39621847806413396
0,6.4335687293468675,9.292265424495932,134.18419708466877,-0.3854614735700943,72.1424978489222,97.4346607972416,0.007126257138682664
0,3.7945284054631254,7.8092082184434854,117.28682040207632,-1.0851367294787269,59.19552111284309,88.05044495774621,0.6877408040964751
0,4.513464879321102,6.272010456063198,136.01667608064827,2.3272190172933405,86.05074775459643,105.87653163704755,-0.0030979327325283217
0,5.063858527955024,8.593909271363518,147.35063752021344,0.4307929531979367,77.75267458441972,105.60341820070033,1.8005743950753632
0,5.211267542767905,8.112486611994917,163.84987341431554,0.43231577222838663,79.89856432274779,122.12978835985513,-1.1872604010803574
1,8.350189777667321,10.388826238567447,137.6626030130881,-0.9800113497351245,68.03771375899882,92.88602740902114,-0.4130867477637541
0,6.137002479284138,8.559498054273327,128.16382077000597,-0.6319651900357595,64.56703136707065,92.96476012442496,0.9991176906431821
1,3.913354147015435,7.18890359783013,130.3649779678574,0.5774420702906377,77.66931768318895,90.26878623626484,-0.48705728172920093
1,4.108530872517157,10.157390195979994,164.45088529421534,-0.12475771542654064,76.64377474095951,118.5772460967017,-0.32486793002596187
0,5.912295313356962,8.27744952944192,137.53464648862678,0.9789478639749327,83.59704657605059,89.60196128226329,0.7900481741600967
0,7.718697131246017,11.870168559554108,184.07841679872024,1.5949215410410449,85.62841911807799,126.08933805164334,0.5800596830040572
0,4.348689493663298,8.016545508012825,142.0969024802949,-1.2019445182726716,71.20072960527239,103.35538681685605,-0.0029530154262716922
0,4.7039529383994125,5.78281573122529,136.44975042686332,-1.376368847447206,64.47831120145042,105.74508306599822,-1.1845926765792438
1,4.582617899999326,8.632874545996925,141.75643570173986,1.0543455109422497,79.2422590670841,110.78015288295975,-0.4180731673893861
1,6.352685978892894,8.553583782440048,130.1287090153123,-0.03885348332886611,73.2464208882872,87.37433705223775,-0.9509065385919486
0,7.448629484712442,9.85705323216844,175.31961827026637,0.6802856708830325,78.06302566501424,115.4165573347075,-0.35839626256466
1,7.114928823121476,10.938493825340503,170.65232422482435,1.3291749002498454,88.17452919969877,111.42482563814208,-0.41919746614745906
1,10.865816216979752,12.588294237247844,185.28373894388685,1.2834495234241148,88.11110361919265,115.64834971089802,-1.6117894649148912
0,5.084345750123638,9.289333235491675,135.35183415902665,-1.7582536696290774,67.6605837791141,98.34670606430997,-1.0007949497166955
0,5.892266048384274,9.333208741898924,134.05449210238763,0.6143059041817154,84.44999503557078,89.58884848512352,-0.17862141140715648
1,8.247827701300741,8.674157755166725,172.80219403552016,1.5163580793191207,81.4732566401129,120.29089186360721,-2.1084295622969544
1,7.7405577667658765,11.364796895812887,165.6815280877245,-0.19597741054081386,74.44321884080979,110.62081571980703,-0.2921454637159773
0,3.8147909416793406,5.882378196263801,119.58275440025646,-0.817206276205444,68.7266337736341,96.18878572474893,0.6528844573312019
1,3.7749342084270134,6.858248973892248,108.42141162322079,-0.9461277071686655,66.21265991725465,81.39345396189161,1.1206117599196526
0,5.496339372193626,9.247054327605955,135.41944029598744,0.22063890992108437,74.67772900463639,98.21784322296553,-0.9832012818525925
0,4.468250227879578,7.061185462487483,129.23835086485587,-0.6007335133297844,68.1345008453793,92.0082533910636,-0.6597205519663256
0,6.831915009447899,12.912919215024921,153.87236448816935,-0.15256604991807043,67.73792864047769,109.06967185066374,-0.9881326827016111
1,6.873936284083201,6.743133717558422,124.59819299461519,-1.1874431095147182,63.634953361275315,85.64743507520754,-1.2526006321647816
0,0.5622093981919267,3.369774254774428,131.67750912292755,0.29913820855376116,78.13578265129875,120.2152430577818,1.5169535665374234
1,7.204368603406985,9.468498422375523,126.02089318254582,-0.9477641680157968,70.80387149420928,82.40042353865691,-0.7186184303963374
1,3.4550513191894554,3.9399535602800175,106.52835684386548,-1.8433819376279355,59.133848563321955,86.13187594876138,-2.737623423180805
1,7.614324326153737,9.699605177096812,154.97588665445272,0.8105891864240151,78.2444116985565,97.94591231802411,-1.927265968461209
0,5.151943942584348,7.452597244011524,127.26314935124164,-0.7522565820374734,65.88383134644492,95.7305376271924,-1.396874781976247
1,1.8827214840863125,2.219077807616724,128.88127698432717,-0.436469012800568,68.16338476219293,104.89723269066519,-0.20470886360163024
1,8.938450819575449,15.956349470720594,162.46273915004315,0.047276638251551234,76.42933995691995,88.19933891415535,-1.3439867227276225
0,5.449512728855521,8.494482603584219,159.84607987620296,-0.25082763659943846,74.22533828210925,114.37265629681,0.25190306590923656
0,3.4686999374177496,7.188769398503827,128.2809183182969,0.16708738870458573,77.23333530528112,94.67370865959909,-0.9232935327562714
0,4.195257510380204,7.7720271582389175,134.06660344390153,0.6656461983220842,90.04204778003606,99.52102831157235,-0.27104409488252834
0,8.223475660521364,13.443027062932066,174.37299301180954,1.6971649981589274,81.71391008451648,112.28006432287117,1.458733152407231
0,5.435454381741314,8.018155360237795,148.73685198011916,1.0536845841414466,83.32957714606829,114.5596014094444,2.1361840609077354
0,6.56194003195539,10.466492623610511,161.15032725369093,0.29261981814980526,75.1681039408641,104.28055335153503,0.7640648389685846
0,4.971997070936535,6.144077455470649,124.84332772255095,-0.8244989917339517,74.25832124222242,89.83164461266604,0.7791331674609083
0,5.953299260991648,9.922682759427651,158.0581774935082,0.1010145247872669,77.57640241686724,106.31274370129088,-1.3072609723342725
1,2.645255123172915,3.5931399637824923,141.55804298933472,0.2487256723363257,76.5454162132189,115.12525537573812,1.415144167392686
1,6.24089482064565,10.077413796733609,163.62097027263908,1.7153121527723387,89.80783626071336,121.29372888805628,-1.3352688936462092
0,5.0673004145133635,10.15670522823305,139.57035559232756,-0.37729119223409396,76.9167921107346,94.09185223923964,0.29769789170815725
0,3.586496746329383,6.857922898675871,110.74336448287593,-2.0986522880611496,58.06461958799724,83.64067726862477,1.2919661061000909
1,6.897238161743832,7.405745184553851,116.72969832588836,-0.6029543291756388,65.0679988298727,84.27549699922231,-1.0569524125757248
1,6.32981525761379,10.496732431811118,154.44874864522583,-0.5189075295093192,68.25528499567501,103.43015977701549,0.5573294372928532
0,5.44879163351599,7.744158700363383,114.71702393203589,-2.21274674726131,51.98704316663629,77.49379753970256,0.5236740968608232
0,1.821483917147138,4.445133520966525,126.29084685304184,-0.40605506073917885,72.11978949200197,94.84100579260215,-0.42857529853372406
0,5.535997239198476,10.137370106682742,168.69709707585798,-0.29649623153259524,64.5421136896627,113.74297715244393,-0.2966065306036878
1,5.234500723355972,8.228972371163625,143.77116316034045,0.27173787100603936,73.99035944344982,100.5720320084439,-1.143444823557368
1,3.739499490118885,5.371854406993043,99.30048842744563,-0.45888712322611824,75.7644717223115,90.64873875253262,-0.7513648049935174
1,7.303103477442737,10.40905327908822,156.3886952958643,0.4638778226096914,84.5654691459739,101.89450457955155,-0.8624429112376643
1,4.434906591410915,4.937320498818665,117.81285651293966,-1.0275790497240047,67.47897046488366,91.4684643289087,-1.060914933017307
1,8.651824953074357,8.41938083614866,135.03541775691477,0.17225067831633742,75.5086780603474,93.67291999797817,-0.14445926448394167
1,6.547806176853642,8.7078360229084,154.58443638320645,0.5936883952204216,82.20080938239879,114.93059530369645,-1.2148351278918694
0,4.258794636093472,6.7418762195336575,135.7709628701895,-0.3081517557819794,72.79758666783734,98.47992497666195,0.2728011245756886
0,4.35447208256197,6.35017202523398,115.73584524595499,-0.923724357237678,64.68302675046843,91.23331914976045,0.6767526957344357
0,5.340246232901712,7.19698138059845,145.0122782707865,-0.7027894233592281,71.46731868548179,102.54940538799855,-1.50030942676094
0,8.304518397087715,11.677621202754015,163.13885444760749,1.013443402239689,81.82660461414707,103.9461057040578,-2.1823539304884383
1,9.895451710976147,12.809205243515196,161.1286907953659,1.5286110248285154,92.08561465082833,99.76664581221995,-0.04651374030010562
0,4.045177008284947,7.672028090500686,150.08301888813372,0.5260759659225851,75.8593997544685,114.79188074867191,-0.15979614664849218
0,4.078471324101295,10.614952963676314,150.97362407518415,1.6888035970039232,95.02371214396048,105.30185669036354,-0.9113694659498266
1,5.9743882706301665,8.26896685703958,151.80835868919434,0.012561401641250136,74.93594653603205,107.41067937291534,-0.20519277917506415
1,9.155872086832007,13.43506816335954,173.59381112724517,0.840667670142201,91.36350416366787,116.16922225080395,-1.558494291153166
1,7.227203720590202,8.877493797133395,154.92634344340237,-0.09080310008746223,70.07502761005941,109.15722506273774,1.2974933117094805
1,7.189626298705919,11.540841105115014,155.6405825091083,1.0321604884906654,80.7987710221905,108.57085433033168,-1.291427032357217
